Date,State,TotalSamples,Negative,Positive,Sno,Population,Rural population,Urban population,Area,Density,Gender Ratio,density_Group
01-05-2020,Karnataka,64898,61855.0,591.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
02-05-2020,Karnataka,69730,66475.0,603.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
03-05-2020,Karnataka,74898,70998.0,616.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
04-05-2020,Karnataka,79193,74664.0,653.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
05-05-2020,Karnataka,83806,78860.0,675.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
01-04-2020,Kerala,7965,7256.0,267.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
02-04-2020,Kerala,8456,7622.0,288.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
03-04-2020,Kerala,9139,8126.0,297.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
04-02-2020,Kerala,9744,8586.0,308.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
05-04-2020,Kerala,10221,9300.0,316.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
06-04-2020,Kerala,10716,9607.0,329.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
07-04-2020,Kerala,11232,10250.0,338.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
08-04-2020,Kerala,11986,10906.0,356.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
09-04-2020,Kerala,12710,11469.0,260.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
09-04-2020,Kerala,12710,11469.0,359.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
10-04-2020,Kerala,13339,12335.0,366.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
11-04-2020,Kerala,14163,12818.0,375.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
12-04-2020,Kerala,14989,13802.0,377.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
13-04-2020,Kerala,15683,14829.0,380.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
14-04-2020,Kerala,16235,15488.0,388.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
15-04-2020,Kerala,16475,16002.0,389.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
16-04-2020,Kerala,17400,16459.0,396.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
17-04-2020,Kerala,18029,17279.0,397.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
18-04-2020,Kerala,18774,17763.0,401.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
19-04-2020,Kerala,19351,18547.0,403.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
20-04-2020,Kerala,19756,19074.0,410.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
21-04-2020,Kerala,20252,19442.0,428.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
22-04-2020,Kerala,20821,19998.0,439.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
23-04-2020,Kerala,21334,20326.0,449.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
24-04-2020,Kerala,21940,20830.0,452.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
25-04-2020,Kerala,22360,21475.0,459.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
26-04-2020,Kerala,22954,21997.0,470.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
27-04-2020,Kerala,23271,22537.0,483.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
28-04-2020,Kerala,23980,23277.0,487.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
29-04-2020,Kerala,24952,23880.0,497.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
30-04-2020,Kerala,25973,25135.0,499.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
01-05-2020,Kerala,27150,26225.0,499.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
02-05-2020,Kerala,31183,30358.0,501.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
03-05-2020,Kerala,32217,31611.0,501.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
04-05-2020,Kerala,33010,32315.0,501.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
13-04-2020,Ladakh,618,,19.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
14-04-2020,Ladakh,760,615.0,19.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
15-04-2020,Ladakh,820,657.0,20.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
16-04-2020,Ladakh,917,695.0,20.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
19-04-2020,Ladakh,991,797.0,20.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
21-04-2020,Ladakh,1137,896.0,20.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
29-04-2020,Ladakh,1949,1299.0,24.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
30-04-2020,Ladakh,2245,1384.0,24.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
01-05-2020,Ladakh,2430,1545.0,24.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
02-05-2020,Ladakh,2434,1618.0,25.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
03-05-2020,Ladakh,2434,1674.0,43.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
04-05-2020,Ladakh,2639,1879.0,43.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
